N/A,META,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,SUMMARY,Unnamed: 7,Unnamed: 8,PLACE,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,ECONOMY,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,COMMUNITY,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71
,Is an Opportunity Zone,Census Tract FIPS code,County,State,Year,Inclusive Growth Score,Growth,Inclusion,Place,Place Growth,Place Inclusion,Net Occupancy Score,"Net Occupancy Base, %","Net Occupancy Tract, %",Residential Real Estate Value Score,"Residential Real Estate Value Base, %","Residential Real Estate Value Tract, %",Acres of Park Land Score,"Acres of Park Land Base, %","Acres of Park Land Tract, %",Affordable Housing Score,"Affordable Housing Base, %","Affordable Housing Tract, %",Internet Access Score,"Internet Access Base, %","Internet Access Tract, %",Travel Time to Work Score,"Travel Time to Work Base, %","Travel Time to Work Tract, %",Economy,Economy Growth,Economy Inclusion,New Businesses Score,"New Businesses Base, %","New Businesses Tract, %",Spend Growth Score,"Spend Growth Base, %","Spend Growth Tract, %",Small Business Loans Score,"Small Business Loans Base, %","Small Business Loans Tract, %",Minority/Women Owned Businesses Score,"Minority/Women Owned Businesses Base, %","Minority/Women Owned Businesses Tract, %",Labor Market Engagement Index Score,Labor Market Engagement Index Base,Labor Market Engagement Index Tract,Commercial Diversity Score,"Commercial Diversity Base, %","Commercial Diversity Tract, %",Community,Community Growth,Community Inclusion,Personal Income Score,"Personal Income Base, %","Personal Income Tract, %",Spending per Capita Score,"Spending per Capita Base, %","Spending per Capita Tract, %",Female Above Poverty Score,"Female Above Poverty Base, %","Female Above Poverty Tract, %",Gini Coefficient Score,Gini Coefficient Base,Gini Coefficient Tract,Early Education Enrollment Score,"Early Education Enrollment Base, %","Early Education Enrollment Tract, %",Health Insurance Coverage Score,"Health Insurance Coverage Base, %","Health Insurance Coverage Tract, %"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,,28001000400,Adams County,Mississippi,2021,36,34,38,46,32,61,53,-0.6,2.3,10,19.6,-31.3,40,3.5,2.4,99,77.1,92.6,8,86.1,68,98,63.5,91.7,40,37,44,22,5.1,-6.7,32,,,57,8,27.3,89,5.3,11.9,0,49,0,44,20.8,19.5,21,34,8,4,12.9,-5.4,65,,,2,86.8,45.2,3,41.6,56.9,22,26.3,15.7,3,94.3,78.9
29.0,,28001000400,Adams County,Mississippi,2022,36,34,37,50,40,60,64,-0.7,7.2,15,24.5,-11.5,40,3.5,2.4,92,76.7,87.8,10,87.8,73,99,63.8,95.6,48,50,46,59,-12.1,-4.8,24,,,68,16.4,71.4,93,5.3,15,1,49,1,45,21.1,20,8,13,4,7,13.7,-1,19,,,3,87,49.6,6,41.6,53.3,,26.3,,2,94.2,76.6
30.0,,28001000400,Adams County,Mississippi,2023,34,31,37,50,38,62,65,-0.9,8.3,10,42.1,-17.1,40,3.5,2.4,96,76,89.2,11,89.1,75.6,100,63.9,96.7,39,33,45,65,27.3,47.5,26,,,9,-8.7,-58.3,86,4,8.5,1,49,1,47,20.7,20,12,22,3,16,15.7,6.6,27,,,1,86.9,38.4,6,41.8,53.8,3,26.6,6.4,1,94.3,69.8
31.0,,28001000400,Adams County,Mississippi,2024,30,24,35,50,38,62,65,-0.9,8.3,10,42.1,-17.1,40,3.5,2.4,96,76,89.2,11,89.1,75.6,100,63.9,96.7,30,20,41,21,-5,-15.3,30,,,9,-8.7,-58.3,94,3.7,12,1,49,1,27,1.1,0.7,8,14,3,16,15.7,6.6,12,,,1,86.9,38.4,6,41.8,53.8,3,26.6,6.4,1,94.3,69.8
32.0,,28001000900,Adams County,Mississippi,2017,56,53,60,60,48,73,38,1.5,-1.2,59,-0.4,6.6,52,3.5,3.7,94,75,86.7,48,78.9,78.2,99,65.3,93.7,61,54,68,32,4.3,-13.9,60,,,69,4.8,17.1,73,4.2,6.2,53,50,53,77,20.3,26.4,48,58,39,76,3.5,11.9,40,,,41,84.2,81,20,41.7,46.7,53,24.3,25.5,41,90.2,88.7
33.0,,28001000900,Adams County,Mississippi,2018,50,44,57,62,50,74,44,1.3,0.3,55,4.4,8.5,52,3.5,3.7,97,75.7,88.8,48,78.9,78.2,98,64.9,92.3,55,44,66,32,4.3,-13.9,69,,,32,0.8,-18.3,73,4.2,6.2,47,50,47,77,20.3,26.4,34,39,30,48,5.7,2.9,30,,,36,84.5,79.6,17,41.9,47.8,28,24.2,16.6,40,91.3,89.7
34.0,,28001000900,Adams County,Mississippi,2019,50,44,55,53,32,74,37,1.1,-1.5,26,13.1,-13,52,3.5,3.7,96,76.2,88.1,49,80,79.7,97,64.4,90,62,61,64,52,13,9.3,49,,,83,7.4,41.8,73,4.2,6.2,43,50,43,77,20.3,26.4,32,38,26,26,8.8,-6.4,50,,,35,84.9,79.4,19,42,47.4,17,24.1,12.2,34,92.5,90.2
35.0,,28001000900,Adams County,Mississippi,2020,42,36,49,48,24,72,24,0.9,-5.9,23,20.3,-13.1,52,3.5,3.7,91,76.5,86.1,48,81.1,80.6,96,63.9,88.7,50,52,48,52,6.8,3.1,66,,,39,7.7,-4.2,38,3.7,3,32,50,32,74,20.8,26,29,32,26,24,11.5,-9,39,,,32,85.4,79.1,15,42,48.6,23,24.1,14.5,32,93.5,90.8
36.0,,28001000900,Adams County,Mississippi,2021,46,40,51,52,36,68,33,-0.6,-5.5,38,19.6,4.4,52,3.5,3.7,76,77.1,83.2,47,86.1,85.2,96,63.5,89.5,46,43,48,45,5.1,-0.8,41,,,43,8,-3.3,42,5.3,4.5,25,49,25,77,20.8,26.7,38,40,37,23,12.9,-13.9,57,,,34,86.8,81.5,19,41.6,47.5,59,26.3,30.1,36,94.3,92.3
37.0,,28001000900,Adams County,Mississippi,2022,49,48,50,52,38,66,47,-0.7,-1.2,29,24.5,-8.4,52,3.5,3.7,64,76.7,80.1,54,87.8,88.8,96,63.8,89,54,59,49,54,-12.1,-15.2,68,,,54,16.4,14.8,19,5.3,2.7,46,49,45,82,21.1,28.4,42,48,35,23,13.7,-10.1,74,,,27,87,78.9,15,41.6,48.7,64,26.3,32.5,34,94.2,91.9
